problem_name,cost,approx_ratio,n_steps
er_14_0.3_0,29.0,1.0,16
er_14_0.3_1,19.0,1.0,1
er_14_0.3_2,23.0,1.0,21
er_14_0.5_0,33.0,0.9705882352941176,13
er_14_0.5_1,32.0,1.0,13
er_14_0.5_2,34.0,1.0,2
er_14_0.7_0,42.0,1.0,21
er_14_0.7_1,41.0,1.0,21
er_14_0.7_2,38.0,1.0,12
er_16_0.3_0,26.0,1.0,11
er_16_0.3_1,30.0,1.0,25
er_16_0.3_2,22.0,1.0,53
er_16_0.5_0,47.0,1.0,38
er_16_0.5_1,42.0,1.0,57
er_16_0.5_2,40.0,1.0,101
er_16_0.7_0,50.0,1.0,14
er_16_0.7_1,55.0,1.0,54
er_16_0.7_2,55.0,1.0,102
er_18_0.3_0,36.0,1.0,231
er_18_0.3_1,33.0,0.9705882352941176,245
er_18_0.3_2,38.0,0.9743589743589743,123
er_18_0.5_0,47.0,1.0,140
er_18_0.5_1,56.0,1.0,195
er_18_0.5_2,56.0,1.0,444
er_18_0.7_0,67.0,1.0,27
er_18_0.7_1,65.0,1.0,35
er_18_0.7_2,65.0,1.0,3
er_20_0.3_0,44.0,1.0,1743
er_20_0.3_1,38.0,1.0,570
er_20_0.3_2,38.0,1.0,180
er_20_0.5_0,68.0,1.0,81
er_20_0.5_1,62.0,1.0,1359
er_20_0.5_2,64.0,1.0,120
er_20_0.7_0,89.0,1.0,1635
er_20_0.7_1,83.0,1.0,800
er_20_0.7_2,80.0,1.0,260
geo_14_0.3_0,15.0,1.0,2
geo_14_0.3_1,15.0,1.0,18
geo_14_0.3_2,15.0,1.0,6
geo_14_0.5_0,29.0,1.0,15
geo_14_0.5_1,23.0,1.0,1
geo_14_0.5_2,36.0,1.0,1
geo_14_0.7_0,39.0,1.0,27
geo_14_0.7_1,46.0,1.0,2
geo_14_0.7_2,41.0,1.0,30
geo_16_0.3_0,17.0,1.0,36
geo_16_0.3_1,21.0,0.9130434782608695,35
geo_16_0.3_2,18.0,1.0,1
geo_16_0.5_0,37.0,1.0,109
geo_16_0.5_1,45.0,1.0,104
geo_16_0.5_2,37.0,1.0,78
geo_16_0.7_0,45.0,1.0,101
geo_16_0.7_1,55.0,1.0,110
geo_16_0.7_2,56.0,1.0,95
geo_18_0.3_0,19.0,1.0,476
geo_18_0.3_1,25.0,1.0,90
geo_18_0.3_2,23.0,1.0,36
geo_18_0.5_0,41.0,1.0,57
geo_18_0.5_1,50.0,1.0,346
geo_18_0.5_2,46.0,1.0,109
geo_18_0.7_0,68.0,1.0,258
geo_18_0.7_1,80.0,1.0,1
geo_18_0.7_2,70.0,0.9859154929577465,1
geo_20_0.3_0,31.0,1.0,259
geo_20_0.3_1,30.0,1.0,514
geo_20_0.3_2,32.0,1.0,752
geo_20_0.5_0,54.0,1.0,370
geo_20_0.5_1,64.0,1.0,1233
geo_20_0.5_2,59.0,1.0,1769
geo_20_0.7_0,82.0,1.0,1353
geo_20_0.7_1,87.0,1.0,1580
geo_20_0.7_2,81.0,1.0,1
