problem_name,cost,approx_ratio
g05_60.0,526.0,0.9813432835820896
g05_60.1,476.0,0.8947368421052632
g05_60.2,494.0,0.9338374291115312
g05_60.3,484.0,0.8996282527881041
g05_60.4,485.0,0.920303605313093
g05_60.5,484.0,0.9080675422138836
g05_60.6,503.0,0.9472693032015066
g05_60.7,492.0,0.9196261682242991
g05_60.8,481.0,0.9075471698113208
g05_60.9,475.0,0.8911819887429644
g05_80.0,892.0,0.9601722282023681
g05_80.1,860.0,0.9139213602550478
g05_80.2,853.0,0.9132762312633833
g05_80.3,876.0,0.9490790899241603
g05_80.4,836.0,0.8969957081545065
g05_80.5,832.0,0.8984881209503239
g05_80.6,842.0,0.9063509149623251
g05_80.7,837.0,0.9009687836383208
g05_80.8,860.0,0.9297297297297298
g05_80.9,820.0,0.8884073672806068
g05_100.0,1285.0,0.8986013986013986
g05_100.1,1289.0,0.9045614035087719
g05_100.2,1288.0,0.8994413407821229
g05_100.3,1296.0,0.9101123595505618
g05_100.4,1327.0,0.9215277777777777
g05_100.5,1311.0,0.9129526462395543
g05_100.6,1293.0,0.9016736401673641
g05_100.7,1391.0,0.9720475192173306
g05_100.8,1302.0,0.909217877094972
g05_100.9,1284.0,0.8979020979020979
