problem_name,cost,approx_ratio,n_steps
er_14_0.3_0,28.0,0.9655172413793104,15
er_14_0.3_1,19.0,1.0,1
er_14_0.3_2,23.0,1.0,15
er_14_0.5_0,34.0,1.0,14
er_14_0.5_1,32.0,1.0,3
er_14_0.5_2,34.0,1.0,12
er_14_0.7_0,42.0,1.0,28
er_14_0.7_1,41.0,1.0,9
er_14_0.7_2,38.0,1.0,23
er_16_0.3_0,26.0,1.0,109
er_16_0.3_1,29.0,0.9666666666666667,1
er_16_0.3_2,22.0,1.0,86
er_16_0.5_0,47.0,1.0,53
er_16_0.5_1,42.0,1.0,78
er_16_0.5_2,40.0,1.0,14
er_16_0.7_0,50.0,1.0,66
er_16_0.7_1,55.0,1.0,64
er_16_0.7_2,55.0,1.0,55
er_18_0.3_0,36.0,1.0,213
er_18_0.3_1,34.0,1.0,3
er_18_0.3_2,38.0,0.9743589743589743,145
er_18_0.5_0,47.0,1.0,7
er_18_0.5_1,55.0,0.9821428571428571,174
er_18_0.5_2,54.0,0.9642857142857143,155
er_18_0.7_0,67.0,1.0,287
er_18_0.7_1,65.0,1.0,7
er_18_0.7_2,65.0,1.0,256
er_20_0.3_0,44.0,1.0,1449
er_20_0.3_1,38.0,1.0,289
er_20_0.3_2,38.0,1.0,21
er_20_0.5_0,68.0,1.0,2003
er_20_0.5_1,61.0,0.9838709677419355,833
er_20_0.5_2,64.0,1.0,910
er_20_0.7_0,89.0,1.0,1366
er_20_0.7_1,83.0,1.0,1105
er_20_0.7_2,80.0,1.0,1765
geo_14_0.3_0,15.0,1.0,12
geo_14_0.3_1,15.0,1.0,16
geo_14_0.3_2,15.0,1.0,14
geo_14_0.5_0,29.0,1.0,19
geo_14_0.5_1,23.0,1.0,1
geo_14_0.5_2,36.0,1.0,1
geo_14_0.7_0,39.0,1.0,26
geo_14_0.7_1,46.0,1.0,9
geo_14_0.7_2,41.0,1.0,25
geo_16_0.3_0,16.0,0.9411764705882353,1
geo_16_0.3_1,23.0,1.0,3
geo_16_0.3_2,18.0,1.0,1
geo_16_0.5_0,37.0,1.0,77
geo_16_0.5_1,45.0,1.0,125
geo_16_0.5_2,37.0,1.0,98
geo_16_0.7_0,45.0,1.0,72
geo_16_0.7_1,55.0,1.0,3
geo_16_0.7_2,56.0,1.0,67
geo_18_0.3_0,19.0,1.0,168
geo_18_0.3_1,25.0,1.0,289
geo_18_0.3_2,23.0,1.0,63
geo_18_0.5_0,41.0,1.0,333
geo_18_0.5_1,50.0,1.0,470
geo_18_0.5_2,45.0,0.9782608695652174,83
geo_18_0.7_0,68.0,1.0,321
geo_18_0.7_1,80.0,1.0,1
geo_18_0.7_2,71.0,1.0,454
geo_20_0.3_0,31.0,1.0,4
geo_20_0.3_1,30.0,1.0,5
geo_20_0.3_2,32.0,1.0,1143
geo_20_0.5_0,54.0,1.0,1482
geo_20_0.5_1,64.0,1.0,1546
geo_20_0.5_2,59.0,1.0,336
geo_20_0.7_0,82.0,1.0,1879
geo_20_0.7_1,87.0,1.0,1281
geo_20_0.7_2,81.0,1.0,1
