problem_name,cost,approx_ratio,n_steps
er_14_0.3_0,27.0,0.9310344827586207,9
er_14_0.3_1,19.0,1.0,1
er_14_0.3_2,23.0,1.0,11
er_14_0.5_0,34.0,1.0,2
er_14_0.5_1,32.0,1.0,15
er_14_0.5_2,34.0,1.0,17
er_14_0.7_0,42.0,1.0,16
er_14_0.7_1,41.0,1.0,21
er_14_0.7_2,38.0,1.0,16
er_16_0.3_0,24.0,0.9230769230769231,21
er_16_0.3_1,30.0,1.0,2
er_16_0.3_2,21.0,0.9545454545454546,18
er_16_0.5_0,47.0,1.0,37
er_16_0.5_1,42.0,1.0,66
er_16_0.5_2,39.0,0.975,35
er_16_0.7_0,50.0,1.0,39
er_16_0.7_1,55.0,1.0,66
er_16_0.7_2,55.0,1.0,66
er_18_0.3_0,36.0,1.0,120
er_18_0.3_1,34.0,1.0,175
er_18_0.3_2,38.0,0.9743589743589743,133
er_18_0.5_0,47.0,1.0,66
er_18_0.5_1,56.0,1.0,384
er_18_0.5_2,56.0,1.0,272
er_18_0.7_0,67.0,1.0,283
er_18_0.7_1,65.0,1.0,320
er_18_0.7_2,65.0,1.0,256
er_20_0.3_0,43.0,0.9772727272727273,296
er_20_0.3_1,38.0,1.0,300
er_20_0.3_2,38.0,1.0,9
er_20_0.5_0,67.0,0.9852941176470589,769
er_20_0.5_1,59.0,0.9516129032258065,651
er_20_0.5_2,64.0,1.0,835
er_20_0.7_0,89.0,1.0,1056
er_20_0.7_1,83.0,1.0,513
er_20_0.7_2,80.0,1.0,1038
geo_14_0.3_0,15.0,1.0,5
geo_14_0.3_1,15.0,1.0,11
geo_14_0.3_2,15.0,1.0,3
geo_14_0.5_0,29.0,1.0,13
geo_14_0.5_1,23.0,1.0,1
geo_14_0.5_2,36.0,1.0,1
geo_14_0.7_0,39.0,1.0,9
geo_14_0.7_1,46.0,1.0,16
geo_14_0.7_2,41.0,1.0,19
geo_16_0.3_0,17.0,1.0,21
geo_16_0.3_1,23.0,1.0,7
geo_16_0.3_2,18.0,1.0,1
geo_16_0.5_0,37.0,1.0,110
geo_16_0.5_1,45.0,1.0,125
geo_16_0.5_2,37.0,1.0,61
geo_16_0.7_0,45.0,1.0,33
geo_16_0.7_1,55.0,1.0,65
geo_16_0.7_2,56.0,1.0,6
geo_18_0.3_0,19.0,1.0,252
geo_18_0.3_1,25.0,1.0,3
geo_18_0.3_2,23.0,1.0,9
geo_18_0.5_0,41.0,1.0,361
geo_18_0.5_1,50.0,1.0,428
geo_18_0.5_2,46.0,1.0,139
geo_18_0.7_0,68.0,1.0,370
geo_18_0.7_1,80.0,1.0,1
geo_18_0.7_2,71.0,1.0,283
geo_20_0.3_0,31.0,1.0,773
geo_20_0.3_1,30.0,1.0,65
geo_20_0.3_2,32.0,1.0,1019
geo_20_0.5_0,53.0,0.9814814814814815,6
geo_20_0.5_1,64.0,1.0,1112
geo_20_0.5_2,59.0,1.0,3
geo_20_0.7_0,82.0,1.0,1050
geo_20_0.7_1,87.0,1.0,14
geo_20_0.7_2,81.0,1.0,1
