problem_name,cost,approx_ratio,n_steps
er_14_0.3_0,27.0,0.9310344827586207,5
er_14_0.3_1,19.0,1.0,14
er_14_0.3_2,23.0,1.0,14
er_14_0.5_0,33.0,0.9705882352941176,5
er_14_0.5_1,31.0,0.96875,5
er_14_0.5_2,34.0,1.0,9
er_14_0.7_0,41.0,0.9761904761904762,12
er_14_0.7_1,40.0,0.975609756097561,10
er_14_0.7_2,37.0,0.9736842105263158,5
er_16_0.3_0,26.0,1.0,12
er_16_0.3_1,30.0,1.0,8
er_16_0.3_2,21.0,0.9545454545454546,7
er_16_0.5_0,46.0,0.9787234042553191,8
er_16_0.5_1,41.0,0.9761904761904762,2
er_16_0.5_2,40.0,1.0,30
er_16_0.7_0,50.0,1.0,7
er_16_0.7_1,55.0,1.0,11
er_16_0.7_2,55.0,1.0,8
er_18_0.3_0,35.0,0.9722222222222222,43
er_18_0.3_1,33.0,0.9705882352941176,27
er_18_0.3_2,37.0,0.9487179487179487,43
er_18_0.5_0,47.0,1.0,31
er_18_0.5_1,56.0,1.0,15
er_18_0.5_2,56.0,1.0,27
er_18_0.7_0,66.0,0.9850746268656716,17
er_18_0.7_1,65.0,1.0,46
er_18_0.7_2,65.0,1.0,17
er_20_0.3_0,44.0,1.0,49
er_20_0.3_1,38.0,1.0,45
er_20_0.3_2,38.0,1.0,168
er_20_0.5_0,66.0,0.9705882352941176,203
er_20_0.5_1,60.0,0.967741935483871,110
er_20_0.5_2,63.0,0.984375,372
er_20_0.7_0,87.0,0.9775280898876404,232
er_20_0.7_1,82.0,0.9879518072289156,2
er_20_0.7_2,79.0,0.9875,46
geo_14_0.3_0,15.0,1.0,5
geo_14_0.3_1,15.0,1.0,5
geo_14_0.3_2,15.0,1.0,5
geo_14_0.5_0,29.0,1.0,8
geo_14_0.5_1,23.0,1.0,1
geo_14_0.5_2,36.0,1.0,2
geo_14_0.7_0,39.0,1.0,9
geo_14_0.7_1,46.0,1.0,9
geo_14_0.7_2,41.0,1.0,2
geo_16_0.3_0,17.0,1.0,7
geo_16_0.3_1,23.0,1.0,18
geo_16_0.3_2,18.0,1.0,21
geo_16_0.5_0,36.0,0.972972972972973,37
geo_16_0.5_1,44.0,0.9777777777777777,10
geo_16_0.5_2,37.0,1.0,22
geo_16_0.7_0,44.0,0.9777777777777777,10
geo_16_0.7_1,54.0,0.9818181818181818,19
geo_16_0.7_2,56.0,1.0,34
geo_18_0.3_0,19.0,1.0,17
geo_18_0.3_1,25.0,1.0,14
geo_18_0.3_2,23.0,1.0,9
geo_18_0.5_0,40.0,0.975609756097561,60
geo_18_0.5_1,49.0,0.98,93
geo_18_0.5_2,46.0,1.0,139
geo_18_0.7_0,67.0,0.9852941176470589,2
geo_18_0.7_1,80.0,1.0,85
geo_18_0.7_2,71.0,1.0,41
geo_20_0.3_0,31.0,1.0,374
geo_20_0.3_1,30.0,1.0,259
geo_20_0.3_2,32.0,1.0,70
geo_20_0.5_0,53.0,0.9814814814814815,366
geo_20_0.5_1,61.0,0.953125,367
geo_20_0.5_2,58.0,0.9830508474576272,101
geo_20_0.7_0,82.0,1.0,306
geo_20_0.7_1,87.0,1.0,262
geo_20_0.7_2,80.0,0.9876543209876543,1
