problem_name,cost,approx_ratio,n_steps
er_14_0.3_0,29.0,1.0,30
er_14_0.3_1,19.0,1.0,1
er_14_0.3_2,23.0,1.0,30
er_14_0.5_0,33.0,0.9705882352941176,12
er_14_0.5_1,32.0,1.0,9
er_14_0.5_2,34.0,1.0,2
er_14_0.7_0,42.0,1.0,21
er_14_0.7_1,41.0,1.0,28
er_14_0.7_2,38.0,1.0,8
er_16_0.3_0,26.0,1.0,49
er_16_0.3_1,30.0,1.0,18
er_16_0.3_2,22.0,1.0,3
er_16_0.5_0,47.0,1.0,85
er_16_0.5_1,42.0,1.0,17
er_16_0.5_2,40.0,1.0,18
er_16_0.7_0,50.0,1.0,15
er_16_0.7_1,55.0,1.0,12
er_16_0.7_2,55.0,1.0,25
er_18_0.3_0,35.0,0.9722222222222222,32
er_18_0.3_1,34.0,1.0,40
er_18_0.3_2,38.0,0.9743589743589743,107
er_18_0.5_0,47.0,1.0,13
er_18_0.5_1,56.0,1.0,56
er_18_0.5_2,56.0,1.0,80
er_18_0.7_0,67.0,1.0,152
er_18_0.7_1,65.0,1.0,19
er_18_0.7_2,65.0,1.0,50
er_20_0.3_0,44.0,1.0,99
er_20_0.3_1,37.0,0.9736842105263158,1
er_20_0.3_2,38.0,1.0,1186
er_20_0.5_0,68.0,1.0,1359
er_20_0.5_1,62.0,1.0,1672
er_20_0.5_2,64.0,1.0,281
er_20_0.7_0,89.0,1.0,514
er_20_0.7_1,83.0,1.0,719
er_20_0.7_2,80.0,1.0,1084
geo_14_0.3_0,15.0,1.0,3
geo_14_0.3_1,15.0,1.0,8
geo_14_0.3_2,15.0,1.0,15
geo_14_0.5_0,29.0,1.0,6
geo_14_0.5_1,23.0,1.0,1
geo_14_0.5_2,36.0,1.0,1
geo_14_0.7_0,39.0,1.0,7
geo_14_0.7_1,46.0,1.0,2
geo_14_0.7_2,41.0,1.0,23
geo_16_0.3_0,17.0,1.0,34
geo_16_0.3_1,23.0,1.0,64
geo_16_0.3_2,18.0,1.0,1
geo_16_0.5_0,37.0,1.0,32
geo_16_0.5_1,45.0,1.0,108
geo_16_0.5_2,37.0,1.0,30
geo_16_0.7_0,45.0,1.0,104
geo_16_0.7_1,55.0,1.0,29
geo_16_0.7_2,56.0,1.0,70
geo_18_0.3_0,19.0,1.0,2
geo_18_0.3_1,25.0,1.0,167
geo_18_0.3_2,23.0,1.0,69
geo_18_0.5_0,41.0,1.0,225
geo_18_0.5_1,50.0,1.0,406
geo_18_0.5_2,46.0,1.0,186
geo_18_0.7_0,68.0,1.0,257
geo_18_0.7_1,80.0,1.0,1
geo_18_0.7_2,70.0,0.9859154929577465,1
geo_20_0.3_0,31.0,1.0,259
geo_20_0.3_1,30.0,1.0,569
geo_20_0.3_2,32.0,1.0,1724
geo_20_0.5_0,52.0,0.9629629629629629,1
geo_20_0.5_1,64.0,1.0,1077
geo_20_0.5_2,59.0,1.0,1150
geo_20_0.7_0,82.0,1.0,1095
geo_20_0.7_1,87.0,1.0,1930
geo_20_0.7_2,81.0,1.0,1
